İlan Numarası,İlan Güncelleme Tarihi,İlçe,Mahalle,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,İlan Oluşturma Tarihi,Türü,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Banyo Sayısı,Fiyat,Krediye Uygunluk,Balkon Durumu,Yatırıma Uygunluk,Site İçerisinde,Eşya Durumu,Takas,WC Sayısı
16030791,14 Ekim 2024,Serik Satılık Daire,Merkez Mahallesi Satılık Daire,Satılık,85 m²,2+1,1.Kat,Kombi Doğalgaz,07 Ekim 2024,Konut,Kombi Doğalgaz,100 m²,0 (Yeni),6,Boş,1,"3,250,000",Krediye Uygun,Var,Yatırıma Uygun,Hayır,Boş,,1
16030453,07 Ekim 2024,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,Satılık,95 m²,2+1,2.Kat,Klimalı,07 Ekim 2024,Konut,Klimalı,100 m²,1,5,Boş,2,"5,881,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16031301,13 Ekim 2024,Kepez Satılık Villa,Altınova Düden Mahallesi Satılık Villa,Satılık,320 m²,5+1,,Klimalı,07 Ekim 2024,Konut,Villa,341 m²,21 Ve Üzeri,2,Boş,2,"14,500,000",Krediye Uygun Değil,,,Hayır,,,
16031353,11 Ekim 2024,Manavgat Satılık Daire,Kavaklı Mahallesi Satılık Daire,Satılık,14 m²,3+1,Kot 2 (-2).Kat,Klimalı,07 Ekim 2024,Konut,Klimalı,130 m²,2,10,Boş,2,"6,250,000",Krediye Uygun,Var,Yatırıma Uygun,Evet,,,
16031570,07 Ekim 2024,Döşemealtı Satılık Daire,Altınkale Mahallesi Satılık Daire,Satılık,82 m²,2+1,3.Kat,Kombi Doğalgaz,07 Ekim 2024,Konut,Kombi Doğalgaz,95 m²,5-10,4,Mülk Sahibi Oturuyor,1,"3,200,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16031800,15 Ekim 2024,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,Satılık,80 m²,2+1,Yüksek Giriş,Klimalı,07 Ekim 2024,Konut,Daire,90 m²,0 (Yeni),3,Boş,1,"2,090,000",,,,Hayır,,,
16031967,09 Ekim 2024,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,Satılık,75 m²,2+1,3.Kat,Klimalı,07 Ekim 2024,Konut,Daire,80 m²,0 (Yeni),3,Boş,1,"2,180,000",,,,Hayır,,,
16031502,07 Ekim 2024,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,Satılık,45 m²,1+1,3.Kat,Klimalı,07 Ekim 2024,Konut,Klimalı,50 m²,0 (Yeni),4,Boş,1,"2,465,000",Krediye Uygun,Var,Yatırıma Uygun,Hayır,Boş,Yok,1
16031992,07 Ekim 2024,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,Satılık,52 m²,1+1,4.Kat,Klimalı,07 Ekim 2024,Konut,Daire,60 m²,0 (Yeni),4,Boş,1,"2,100,000",,Var,,Hayır,,,
16032048,09 Ekim 2024,Döşemealtı Satılık Villa,Ayanlar Mahallesi Satılık Villa,Satılık,165 m²,3+1,,Yerden Isıtma,07 Ekim 2024,Konut,Villa,180 m²,0 (Yeni),2,Boş,3,"8,250,000",Krediye Uygun Değil,,,Hayır,Boş,Yok,
16032013,07 Ekim 2024,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,Satılık,100 m²,2+1,2.Kat,Klimalı,07 Ekim 2024,Konut,Daire,130 m²,4,12,Boş,2,"4,327,000",Bilinmiyor,,,Hayır,,,
16032148,07 Ekim 2024,Manavgat Satılık Yazlık,Çenger Mahallesi Satılık Yazlık,Satılık,293 m²,3+1,Müstakil,Sobalı,07 Ekim 2024,Konut,Sobalı,294 m²,21 Ve Üzeri,1,Boş,1,"4,950,000",Krediye Uygun Değil,,,Hayır,Boş,Yok,1
16032155,07 Ekim 2024,Muratpaşa Satılık Daire,Güzeloba Mahallesi Satılık Daire,Satılık,150 m²,3+1,7.Kat,Klimalı,07 Ekim 2024,Konut,Klimalı,170 m²,16-20,8,Boş,3,"5,250,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16033132,08 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,145 m²,3+1,3.Kat,Klimalı,08 Ekim 2024,Konut,Klimalı,160 m²,0 (Yeni),5,Boş,2,"7,100,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16033133,08 Ekim 2024,Konyaaltı Satılık Daire,Liman Mahallesi Satılık Daire,Satılık,40 m²,1+1,1.Kat,Kombi Doğalgaz,08 Ekim 2024,Konut,Kombi Doğalgaz,55 m²,11-15,6,Boş,1,"2,650,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16032156,07 Ekim 2024,Kepez Satılık Daire,Yeni Mahallesi Satılık Daire,Satılık,150 m²,4+1,3.Kat,Klimalı,07 Ekim 2024,Konut,Klimalı,200 m²,11-15,3,Mülk Sahibi Oturuyor,1,"4,200,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16033136,08 Ekim 2024,Döşemealtı Satılık Villa,Altınkale Mahallesi Satılık Villa,Satılık,350 m²,5+1,,Klimalı,08 Ekim 2024,Konut,Villa,400 m²,0 (Yeni),3,Boş,3,"22,500,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Var,
16026226,08 Ekim 2024,Muratpaşa Satılık Daire,Zerdalilik Mahallesi Satılık Daire,Satılık,175 m²,4+1,5.Kat,Yerden Isıtma,06 Ekim 2024,Konut,Yerden Isıtma,200 m²,0 (Yeni),5,Boş,4,"9,000,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Var,
16035253,08 Ekim 2024,Alanya Satılık Daire,Şekerhane Mahallesi Satılık Daire,Satılık,95 m²,2+1,4.Kat,Klimalı,08 Ekim 2024,Konut,Klimalı,110 m²,0 (Yeni),4,Boş,1,"6,650,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16026227,12 Ekim 2024,Kepez Satılık Daire,Aydoğmuş Mahallesi Satılık Daire,Satılık,85 m²,2+1,Yüksek Giriş,Klimalı,06 Ekim 2024,Konut,Klimalı,90 m²,0 (Yeni),3,Boş,1,"1,900,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16035254,08 Ekim 2024,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,Satılık,107 m²,2+1,2.Kat,Klimalı,08 Ekim 2024,Konut,Klimalı,126 m²,0 (Yeni),9,Boş,1,"5,300,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16026228,08 Ekim 2024,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,Satılık,90 m²,2+1,2.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,95 m²,0 (Yeni),3,Boş,1,"2,550,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16026229,08 Ekim 2024,Muratpaşa Satılık Daire,Yüksekalan Mahallesi Satılık Daire,Satılık,140 m²,3+1,3.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,160 m²,1,3,Boş,1,"4,200,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16026236,08 Ekim 2024,Muratpaşa Satılık Daire,Dutlubahçe Mahallesi Satılık Daire,Satılık,55 m²,1+1,Yüksek Giriş,Klimalı,06 Ekim 2024,Konut,Klimalı,65 m²,5-10,4,Boş,1,"2,100,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Var,
16026294,08 Ekim 2024,Serik Satılık Villa,Kadriye Mahallesi Satılık Villa,Satılık,220 m²,4+1,,Klimalı,06 Ekim 2024,Konut,Villa,300 m²,0 (Yeni),2,Boş,3,"15,000,000",,,Bilinmiyor,Hayır,Eşyalı,Yok,
16026296,08 Ekim 2024,Serik Satılık Villa,Boğazkent Mahallesi Satılık Villa,Satılık,160 m²,4+1,,Klimalı,06 Ekim 2024,Konut,Villa,190 m²,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,1,"6,000,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Eşyalı,Var,
16026399,14 Ekim 2024,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,Satılık,85 m²,2+1,Yüksek Giriş,Klimalı,06 Ekim 2024,Konut,Daire,100 m²,0 (Yeni),3,Boş,1,"2,000,000",,,,Hayır,,,
16026582,09 Ekim 2024,Alanya Satılık Residence,Avsallar Mahallesi Satılık Residence,Satılık,45 m²,1+1,3.Kat,Klimalı,06 Ekim 2024,Konut,Residence,55 m²,0 (Yeni),11,Boş,1,"2,650,000",,,,Hayır,,,
16026823,15 Ekim 2024,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,Satılık,140 m²,2+1,2.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,160 m²,0 (Yeni),3,Boş,2,"7,000,000",Krediye Uygun,,,Hayır,,,
16026827,08 Ekim 2024,Manavgat Satılık Residence,Hatipler Mahallesi Satılık Residence,Satılık,70 m²,2+1,Villa Tipi,Klimalı,06 Ekim 2024,Konut,Klimalı,85 m²,0 (Yeni),1,Boş,1,"5,000,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16031492,07 Ekim 2024,Döşemealtı Satılık Daire,Bademağacı Mahallesi Satılık Daire,Satılık,190 m²,3+1,Villa Tipi,Klimalı,07 Ekim 2024,Konut,Daire,200 m²,0 (Yeni),3,Boş,1,"3,750,000",,Var,,Hayır,,Var,
16026868,07 Ekim 2024,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,Satılık,140 m²,2+1,2.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,160 m²,0 (Yeni),3,Boş,2,"7,000,000",Krediye Uygun,,,Hayır,,,
16026916,06 Ekim 2024,Manavgat Satılık Daire,Yayla Mahallesi Satılık Daire,Satılık,145 m²,3+1,Çatı Dubleks,Sobalı,06 Ekim 2024,Konut,Sobalı,150 m²,1,3,Boş,2,"5,250,000",Krediye Uygun,Var,,Hayır,,,
16026828,08 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,155 m²,4+1,2.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,175 m²,0 (Yeni),2,Boş,2,"5,500,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16027264,06 Ekim 2024,Muratpaşa Satılık Daire,Deniz Mahallesi Satılık Daire,Satılık,110 m²,2+1,2.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,115 m²,21 Ve Üzeri,5,Boş,1,"2,800,000",Krediye Uygun,Var,Yatırıma Uygun,Hayır,Boş,Yok,
16027233,06 Ekim 2024,Finike Satılık Müstakil Ev,İskele Mahallesi Satılık Müstakil Ev,Satılık,79 m²,3+1,,Sobalı,06 Ekim 2024,Konut,Müstakil Ev,90 m²,21 Ve Üzeri,2,Boş,1,"3,950,000",,,Bilinmiyor,Hayır,,Yok,
16026964,06 Ekim 2024,Alanya Satılık Daire,Türkler Mahallesi Satılık Daire,Satılık,145 m²,3.5+1,5.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,183 m²,0 (Yeni),7,Boş,3,"16,250,000",Bilinmiyor,,,Hayır,,,
16027865,14 Ekim 2024,Manavgat Satılık Daire,Evrenseki Mahallesi Satılık Daire,Satılık,90 m²,2+1,3.Kat,Klimalı,07 Ekim 2024,Konut,Klimalı,95 m²,4,3,Boş,1,"4,100,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Var,
16027796,13 Ekim 2024,Alanya Satılık Daire,Saray Mahallesi Satılık Daire,Satılık,150 m²,3+1,1.Kat,Klimalı,07 Ekim 2024,Konut,Daire,160 m²,21 Ve Üzeri,5,Kiracı Oturuyor,1,"6,300,000",,Var,Yatırıma Uygun,Hayır,Boş,,2
16029062,07 Ekim 2024,Döşemealtı Satılık Villa,Altınkale Mahallesi Satılık Villa,Satılık,308 m²,6+1,,Yerden Isıtma,07 Ekim 2024,Konut,Villa,350 m²,5-10,3,Boş,3,"23,000,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16028321,07 Ekim 2024,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,Satılık,110 m²,3+1,4.Kat,Kombi Doğalgaz,07 Ekim 2024,Konut,Kombi Doğalgaz,160 m²,5-10,4,Kiracı Oturuyor,2,"3,500,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16024916,06 Ekim 2024,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,Satılık,55 m²,1+1,3.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,57 m²,2,5,Boş,1,"2,475,000",Krediye Uygun,,,Hayır,Eşyalı,Yok,1
16024943,06 Ekim 2024,Alanya Satılık Daire,Saray Mahallesi Satılık Daire,Satılık,115 m²,2+1,3.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,120 m²,5-10,5,Boş,2,"10,500,000",Krediye Uygun,,,Hayır,Eşyalı,Yok,2
16024900,06 Ekim 2024,Alanya Satılık Daire,Konaklı Mahallesi Satılık Daire,Satılık,300 m²,4+1,4.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,320 m²,5-10,5,Boş,3,"20,600,000",Krediye Uygun,,,Hayır,Eşyalı,Yok,3
16024988,06 Ekim 2024,Alanya Satılık Daire,Bektaş Mahallesi Satılık Daire,Satılık,100 m²,2+1,Bahçe Katı,Klimalı,06 Ekim 2024,Konut,Klimalı,110 m²,11-15,3,Boş,1,"5,650,000",Krediye Uygun,,,Hayır,Eşyalı,Yok,1
16024972,06 Ekim 2024,Alanya Satılık Daire,Tosmur Mahallesi Satılık Daire,Satılık,55 m²,1+1,Bahçe Katı,Klimalı,06 Ekim 2024,Konut,Klimalı,60 m²,5-10,4,Boş,1,"3,040,000",Krediye Uygun,,,Hayır,Eşyalı,Yok,1
16025001,06 Ekim 2024,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,Satılık,115 m²,2+1,5.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,120 m²,0 (Yeni),5,Boş,2,"3,350,000",Krediye Uygun Değil,,,Hayır,Eşyalı,Yok,2
16025027,06 Ekim 2024,Alanya Satılık Villa,Kargıcak Mahallesi Satılık Villa,Satılık,220 m²,3+1,,Klimalı,06 Ekim 2024,Konut,Villa,250 m²,5-10,2,Boş,3,"14,500,000",,,,Hayır,Eşyalı,Yok,3
16024922,06 Ekim 2024,Alanya Satılık Daire,Demirtaş Mahallesi Satılık Daire,Satılık,50 m²,1+1,2.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,52 m²,0 (Yeni),7,Boş,1,"2,200,000",Krediye Uygun,,,Hayır,Eşyalı,Yok,1
16025041,06 Ekim 2024,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,Satılık,55 m²,1+1,1.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,57 m²,0 (Yeni),8,Boş,1,"2,350,000",Krediye Uygun,,,Hayır,Boş,Yok,1
16025078,06 Ekim 2024,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,Satılık,55 m²,1+1,1.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,58 m²,0 (Yeni),9,Boş,1,"2,800,000",Krediye Uygun,,,Hayır,Boş,Yok,1
16025069,06 Ekim 2024,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,Satılık,52 m²,1+1,3.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,57 m²,0 (Yeni),5,Boş,1,"2,475,000",Krediye Uygun,,,Hayır,Eşyalı,Yok,1
16025088,06 Ekim 2024,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,Satılık,55 m²,1+1,1.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,58 m²,0 (Yeni),8,Boş,1,"3,335,000",Krediye Uygun,,,Hayır,Eşyalı,Yok,1
16032348,08 Ekim 2024,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,Satılık,110 m²,3+1,3.Kat,Kombi Doğalgaz,07 Ekim 2024,Konut,Kombi Doğalgaz,130 m²,11-15,9,Boş,1,"5,100,000",Krediye Uygun,Var,Yatırıma Uygun,Evet,Boş,Yok,2
16025010,06 Ekim 2024,Alanya Satılık Daire,İncekum Mahallesi Satılık Daire,Satılık,100 m²,2+1,2.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,110 m²,0 (Yeni),2,Boş,2,"5,125,000",Krediye Uygun,,,Hayır,Boş,Yok,2
16025305,15 Ekim 2024,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,Satılık,100 m²,2+1,3.Kat,Klimalı,06 Ekim 2024,Konut,Daire,110 m²,5-10,8,Boş,2,"3,850,000",Bilinmiyor,,,Hayır,,,
16027864,14 Ekim 2024,Alanya Satılık Daire,Okurcalar Mahallesi Satılık Daire,Satılık,89 m²,2+1,2.Kat,Klimalı,07 Ekim 2024,Konut,Klimalı,109 m²,0 (Yeni),6,Boş,1,"3,910,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16025093,06 Ekim 2024,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,Satılık,60 m²,1+1,6.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,65 m²,0 (Yeni),15,Boş,1,"2,850,000",Krediye Uygun,,,Hayır,Boş,Yok,1
16023716,11 Ekim 2024,Serik Satılık Daire,Orta Mahallesi Satılık Daire,Satılık,90 m²,2+1,2.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,110 m²,5-10,7,Mülk Sahibi Oturuyor,1,"4,000,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16024013,11 Ekim 2024,Kepez Satılık Daire,Göçerler Mahallesi Satılık Daire,Satılık,60 m²,1+1,3.Kat,Merkezi (Pay Ölçer),06 Ekim 2024,Konut,Merkezi (Pay Ölçer),69 m²,0 (Yeni),7,Boş,1,"4,750,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16025364,15 Ekim 2024,Alanya Satılık Daire,Demirtaş Mahallesi Satılık Daire,Satılık,42 m²,1+1,5.Kat,Klimalı,06 Ekim 2024,Konut,Daire,50 m²,0 (Yeni),8,Boş,1,"1,950,000",Bilinmiyor,,,Hayır,,,
16023955,06 Ekim 2024,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,Satılık,145 m²,3+1,5.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,165 m²,5-10,6,Boş,3,"5,100,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Yok,
16024268,11 Ekim 2024,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,Satılık,80 m²,2+1,2.Kat,Kombi Doğalgaz,06 Ekim 2024,Konut,Kombi Doğalgaz,85 m²,5-10,4,Boş,1,"6,000,000",Krediye Uygun,,Bilinmiyor,Evet,Eşyalı,Yok,
16025485,06 Ekim 2024,Muratpaşa Satılık Daire,Çaybaşı Mahallesi Satılık Daire,Satılık,110 m²,2+1,2.Kat,Doğalgaz Sobalı,06 Ekim 2024,Konut,Daire,115 m²,11-15,5,Boş,2,"3,777,777",Krediye Uygun Değil,Var,Yatırıma Uygun,Hayır,Boş,Var,2
16024371,11 Ekim 2024,Manavgat Satılık Daire,Çağlayan Mahallesi Satılık Daire,Satılık,260 m²,6+1,3.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,270 m²,5-10,3,Boş,4,"13,500,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16024389,11 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,108 m²,3+1,Bahçe Katı,Merkezi (Pay Ölçer),06 Ekim 2024,Konut,Merkezi (Pay Ölçer),118 m²,0 (Yeni),11,Boş,2,"3,300,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16025327,09 Ekim 2024,Alanya Satılık Daire,Kızlar Pınarı Mahallesi Satılık Daire,Satılık,90 m²,2+1,3.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,100 m²,16-20,5,Boş,1,"5,250,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16024391,11 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,67 m²,2+1,9.Kat,Merkezi (Pay Ölçer),06 Ekim 2024,Konut,Merkezi (Pay Ölçer),78 m²,0 (Yeni),11,Boş,1,"2,425,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Var,
16024390,11 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,106 m²,3+1,3.Kat,Merkezi (Pay Ölçer),06 Ekim 2024,Konut,Merkezi (Pay Ölçer),118 m²,1,11,Boş,2,"3,950,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16024530,10 Ekim 2024,Kepez Satılık Daire,Göçerler Mahallesi Satılık Daire,Satılık,110 m²,3+1,2.Kat,Klimalı,06 Ekim 2024,Konut,Klimalı,120 m²,1,5,Boş,1,"4,000,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16024393,11 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,200 m²,4+1,Bahçe Katı,Merkezi (Pay Ölçer),06 Ekim 2024,Konut,Merkezi (Pay Ölçer),220 m²,0 (Yeni),11,Boş,2,"4,700,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16024394,11 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,37 m²,1+1,Düz Giriş (Zemin),Merkezi (Pay Ölçer),06 Ekim 2024,Konut,Merkezi (Pay Ölçer),47 m²,0 (Yeni),11,Boş,1,"2,050,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16024399,11 Ekim 2024,Kepez Satılık Daire,Santral Mahallesi Satılık Daire,Satılık,86 m²,2+1,2.Kat,Merkezi (Pay Ölçer),06 Ekim 2024,Konut,Merkezi (Pay Ölçer),94 m²,0 (Yeni),11,Boş,2,"2,975,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16024402,11 Ekim 2024,Kepez Satılık Daire,Santral Mahallesi Satılık Daire,Satılık,78 m²,2+1,4.Kat,Merkezi (Pay Ölçer),06 Ekim 2024,Konut,Merkezi (Pay Ölçer),86 m²,1,11,Boş,1,"2,850,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16024396,11 Ekim 2024,Kepez Satılık Daire,Santral Mahallesi Satılık Daire,Satılık,47 m²,1+1,3.Kat,Merkezi (Pay Ölçer),06 Ekim 2024,Konut,Merkezi (Pay Ölçer),61 m²,0 (Yeni),11,Boş,1,"2,200,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16024406,11 Ekim 2024,Konyaaltı Satılık Daire,Sarısu Mahallesi Satılık Daire,Satılık,45 m²,1+1,1.Kat,Kombi Doğalgaz,06 Ekim 2024,Konut,Kombi Doğalgaz,55 m²,5-10,4,Mülk Sahibi Oturuyor,1,"3,500,000",Krediye Uygun,,Bilinmiyor,Evet,Eşyalı,Yok,
16022084,11 Ekim 2024,Kepez Satılık Daire,Aydoğmuş Mahallesi Satılık Daire,Satılık,71 m²,2+1,2.Kat,Klimalı,05 Ekim 2024,Konut,Klimalı,95 m²,0 (Yeni),5,Boş,1,"2,600,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Var,
16024400,11 Ekim 2024,Kepez Satılık Daire,Düdenbaşı Mahallesi Satılık Daire,Satılık,80 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,06 Ekim 2024,Konut,Kombi Doğalgaz,90 m²,11-15,4,Boş,1,"1,875,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16022535,11 Ekim 2024,Döşemealtı Satılık Villa,Yeşilbayır Mahallesi Satılık Villa,Satılık,330 m²,5+1,,Kombi Doğalgaz,05 Ekim 2024,Konut,Villa,350 m²,2,2,Boş,3,"19,850,000",,,Bilinmiyor,Hayır,Boş,Var,
16022541,11 Ekim 2024,Muratpaşa Satılık Daire,Yenigün Mahallesi Satılık Daire,Satılık,90 m²,3+1,4.Kat,Isıtma Yok,05 Ekim 2024,Konut,Isıtma Yok,110 m²,11-15,4,Mülk Sahibi Oturuyor,1,"3,000,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16024395,11 Ekim 2024,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,Satılık,60 m²,1+1,4.Kat,Merkezi (Pay Ölçer),06 Ekim 2024,Konut,Merkezi (Pay Ölçer),70 m²,4,4,Boş,1,"3,450,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16022543,14 Ekim 2024,Kepez Satılık Daire,Atatürk Mahallesi Satılık Daire,Satılık,130 m²,3+1,9.Kat,Kombi Doğalgaz,05 Ekim 2024,Konut,Kombi Doğalgaz,140 m²,21 Ve Üzeri,13,Kiracı Oturuyor,1,"3,200,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16022088,11 Ekim 2024,Konyaaltı Satılık Daire,Uluç Mahallesi Satılık Daire,Satılık,90 m²,3+1,2.Kat,Isıtma Yok,05 Ekim 2024,Konut,Isıtma Yok,110 m²,21 Ve Üzeri,7,Boş,1,"4,900,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16022552,11 Ekim 2024,Alanya Satılık Daire,Cikcilli Mahallesi Satılık Daire,Satılık,120 m²,2+1,7.Kat,Klimalı,05 Ekim 2024,Konut,Klimalı,125 m²,5-10,10,Boş,2,"5,300,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Eşyalı,Yok,
16022553,11 Ekim 2024,Alanya Satılık Daire,Cikcilli Mahallesi Satılık Daire,Satılık,110 m²,2+1,6.Kat,Klimalı,05 Ekim 2024,Konut,Klimalı,120 m²,11-15,9,Boş,2,"5,400,000",Krediye Uygun,,Bilinmiyor,Evet,Eşyalı,Yok,
16022549,10 Ekim 2024,Muratpaşa Satılık Daire,Etiler Mahallesi Satılık Daire,Satılık,60 m²,1+1,Yüksek Giriş,Klimalı,05 Ekim 2024,Konut,Klimalı,65 m²,11-15,4,Kiracı Oturuyor,1,"1,760,000",Krediye Uygun,Var,Yatırıma Uygun,Hayır,Boş,Yok,1
16022564,12 Ekim 2024,Alanya Satılık Daire,Cikcilli Mahallesi Satılık Daire,Satılık,100 m²,2+1,1.Kat,Klimalı,05 Ekim 2024,Konut,Klimalı,110 m²,5-10,6,Mülk Sahibi Oturuyor,2,"5,750,000",Krediye Uygun,,Bilinmiyor,Evet,Eşyalı,Yok,
16022611,11 Ekim 2024,Manavgat Satılık Daire,Side Mahallesi Satılık Daire,Satılık,65 m²,1+1,1.Kat,Klimalı,05 Ekim 2024,Konut,Klimalı,70 m²,0 (Yeni),3,Boş,1,"4,950,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Var,
16022980,05 Ekim 2024,Kepez Satılık Daire,Karşıyaka Mahallesi Satılık Daire,Satılık,199 m²,4+1,3.Kat,Klimalı,05 Ekim 2024,Konut,Klimalı,220 m²,5-10,3,Mülk Sahibi Oturuyor,2,"4,750,000",Krediye Uygun,Var,,Evet,,Yok,2
